Gender,Customer_Type,Age,Subscription Plan,Price,Ratings,Time,Buys,satisfaction
0,1,37,3,2489,4,11,1,1
1,1,55,1,1042,5,0,0,1
1,1,47,3,3584,2,0,0,1
1,0,34,1,463,1,5,8,0
1,1,53,2,977,3,0,0,0
1,1,16,1,696,3,0,0,0
0,0,38,1,792,1,0,0,0
1,1,59,1,1085,2,0,29,0
0,1,30,1,563,4,0,0,0
0,1,39,3,2454,2,0,0,1
0,1,55,3,3664,2,88,91,1
1,1,22,3,3492,1,16,11,1
0,1,50,1,345,2,0,0,0
0,1,50,3,3766,5,35,19,1
1,1,64,1,558,1,0,0,0
1,1,24,1,2106,5,0,8,1
1,1,68,1,2475,2,1,0,0
0,1,70,1,1411,2,0,0,0
1,0,14,1,1197,3,0,0,0
0,1,47,3,2454,5,9,0,1
1,1,43,1,1046,1,0,0,0
1,1,39,3,2299,1,0,1,0
1,1,33,3,1708,4,6,19,1
1,1,65,3,2149,4,0,0,0
0,1,13,1,629,1,39,18,0
1,0,25,3,602,1,0,0,0
1,1,49,3,2905,5,4,24,1
1,0,23,3,1215,5,0,0,1
1,1,45,1,546,3,0,0,0
1,1,8,2,802,1,0,0,0
0,1,41,1,590,3,1,13,0
1,1,53,1,459,4,0,0,0
1,1,47,3,696,4,1,12,1
0,0,43,1,693,4,126,117,0
1,1,39,3,3725,5,0,0,1
1,1,54,3,3281,3,19,7,0
0,1,19,1,868,4,0,15,0
0,1,44,3,3764,3,12,0,1
1,1,44,3,2454,5,0,0,1
1,1,49,3,2266,4,28,,1
1,1,55,3,2475,5,0,0,1
1,1,70,1,1085,1,0,0,0
1,0,37,1,1204,1,0,0,0
1,1,57,1,125,2,0,0,0
1,1,61,2,468,3,5,0,0
1,1,32,2,262,4,0,9,1
0,0,28,1,1262,3,0,0,0
0,1,65,1,591,3,0,0,0
1,1,49,1,489,4,0,0,0
0,1,44,3,618,2,0,0,0
0,1,24,1,342,4,37,30,1
1,0,44,1,1127,1,0,0,0
0,1,31,1,113,5,95,121,1
0,1,57,1,372,3,0,0,0
0,1,42,1,409,1,0,20,0
1,1,45,3,761,4,25,22,1
1,0,24,1,900,2,0,0,0
1,1,23,1,1056,2,0,0,0
0,1,36,3,723,2,0,0,0
1,1,48,1,301,3,0,0,0
0,1,39,3,837,2,19,7,0
0,1,28,3,1587,1,4,1,1
0,1,50,2,1249,3,8,0,0
1,1,23,3,817,3,0,0,0
1,1,42,3,1744,3,0,0,0
0,0,34,3,1107,2,0,0,0
0,1,48,3,516,1,0,0,1
0,1,22,2,301,3,0,0,0
0,1,59,1,285,5,0,0,1
0,1,25,3,1400,4,3,0,0
0,1,47,3,3827,3,10,13,1
0,1,66,1,230,2,0,0,0
0,0,27,3,1075,3,0,3,0
0,1,36,1,404,1,0,0,0
0,0,16,1,651,1,192,185,0
1,1,43,3,3281,4,0,0,1
1,0,41,1,1744,3,0,0,0
0,1,45,1,689,3,31,29,0
0,0,18,1,569,2,0,0,0
0,1,44,3,3742,3,0,0,0
1,1,47,3,3477,4,0,0,1
1,0,17,1,1504,4,0,0,1
1,1,23,3,594,5,0,12,1
1,0,35,3,342,2,0,0,0
0,1,42,1,120,1,0,0,0
1,1,59,3,3843,5,55,51,1
1,0,27,1,987,2,1,0,0
0,1,23,3,395,3,56,55,0
0,1,10,3,588,3,113,112,0
0,1,23,1,442,3,3,0,0
0,1,45,3,2025,3,0,0,1
1,1,53,1,725,1,12,22,0
1,1,36,3,2855,1,36,9,1
0,1,51,3,1820,3,5,1,1
0,1,49,2,794,4,0,0,1
1,1,58,3,1927,2,0,18,1
1,0,17,1,409,4,87,78,0
0,0,24,1,569,2,0,0,0
1,0,29,1,853,1,5,21,0
0,1,54,3,280,0,0,0,1
0,1,40,3,3870,2,48,41,1
1,1,41,3,570,5,4,13,1
1,1,49,3,3299,4,0,0,1
0,0,23,1,1197,4,0,0,0
0,1,58,3,248,3,20,19,0
0,1,51,1,134,0,2,12,1
0,1,41,3,3726,4,30,9,1
1,1,24,1,481,0,21,85,1
1,1,48,3,2010,2,5,13,1
1,1,45,1,590,2,25,27,0
1,1,60,1,395,0,0,0,1
0,1,41,1,602,2,29,72,0
1,1,34,3,341,0,1,5,1
0,0,29,1,1180,3,0,0,0
1,1,21,1,683,4,0,0,1
0,1,50,3,1269,1,0,0,1
0,0,25,1,1416,3,86,96,0
1,1,15,2,1276,3,0,7,0
0,1,39,1,236,3,0,0,0
1,1,39,1,364,4,93,97,0
0,1,57,3,1853,3,2,0,1
1,1,30,1,501,3,0,0,0
0,1,39,3,515,3,1,0,1
1,1,40,3,1832,2,0,0,1
1,1,31,1,432,5,0,0,1
0,1,36,3,2631,4,0,30,1
1,1,44,1,1089,2,21,0,0
1,1,55,3,3252,3,12,0,1
0,1,54,2,563,4,1,0,0
0,1,44,3,3551,4,19,9,1
1,1,64,2,473,3,7,0,0
0,1,43,1,1235,5,0,0,1
1,1,22,1,122,2,0,0,0
1,1,47,1,925,4,0,0,0
1,1,38,2,484,4,32,27,0
1,0,39,3,258,4,0,0,1
1,1,61,1,1389,1,0,0,0
1,0,38,1,854,3,11,7,0
1,1,43,3,2586,5,15,33,1
0,1,7,1,621,1,0,0,0
0,1,46,3,2182,0,0,0,1
1,1,56,3,1999,3,0,0,1
0,1,41,1,1222,1,0,0,0
1,1,23,1,546,3,8,13,0
0,1,45,3,1946,2,28,29,1
1,1,40,3,2306,2,0,0,1
1,1,57,1,785,4,0,7,0
1,1,18,1,1294,1,9,21,0
1,1,68,3,3844,1,0,0,0
0,1,50,3,1124,3,0,0,0
1,0,24,1,1167,2,0,0,0
0,1,36,3,3163,2,0,0,1
0,0,41,1,328,1,0,0,0
0,1,37,3,2684,1,0,6,0
0,0,23,1,843,3,134,120,0
1,1,45,3,794,1,8,2,1
0,1,38,3,3144,1,0,2,0
1,1,32,3,1547,4,4,13,0
0,0,23,1,1562,1,14,0,0
0,1,68,1,190,3,20,30,0
1,0,36,1,228,3,0,0,0
0,1,40,1,227,3,1,15,0
1,1,42,3,2927,2,1,0,1
1,1,64,3,987,5,2,7,0
0,1,41,3,1609,4,11,0,1
0,0,26,3,236,3,0,0,0
1,0,27,3,862,3,8,11,0
0,1,34,3,772,4,0,3,1
1,1,59,1,733,1,0,9,0
0,0,58,1,296,2,43,46,0
0,0,26,1,605,2,3,0,0
1,0,30,1,101,3,0,2,0
0,1,38,3,2457,1,0,0,1
0,1,38,1,288,2,7,0,0
1,1,63,3,1235,3,39,24,0
1,1,50,1,1399,1,0,5,0
1,1,16,1,2486,2,2,4,0
0,1,44,3,2216,4,1,0,1
1,1,65,1,1024,2,8,0,0
1,1,62,3,3855,5,0,0,1
1,0,19,1,431,2,103,242,0
0,1,44,2,369,3,7,0,0
1,0,27,1,946,3,9,1,0
1,1,40,3,2089,1,0,0,1
0,1,44,3,1346,1,3,0,1
1,1,44,1,1927,4,0,0,1
0,0,23,3,1389,4,0,0,1
0,1,45,3,1506,4,0,0,1
0,1,46,1,344,4,75,65,1
1,0,18,1,643,2,53,46,0
1,0,32,3,667,1,2,0,0
0,1,37,3,3984,4,14,1,1
0,1,60,1,328,1,0,5,0
1,1,57,1,543,1,0,0,0
0,1,41,3,1949,1,0,0,1
0,0,20,3,327,4,16,6,1
0,1,41,3,308,3,0,0,1
0,1,57,3,2504,4,0,5,1
0,1,50,3,3309,2,35,33,1
0,1,68,1,590,3,20,10,0
1,1,44,3,770,3,8,71,0
1,1,30,2,2402,2,3,0,0
0,1,41,3,2223,4,9,4,1
0,1,44,1,1012,1,256,257,0
0,1,10,1,224,3,0,0,0
1,1,28,3,954,1,52,56,0
1,1,65,1,1703,3,1,11,0
0,1,50,3,1048,5,0,0,1
0,1,45,1,163,2,0,0,0
0,1,52,3,516,2,104,94,1
1,0,22,3,545,0,1,4,1
1,0,26,3,282,5,0,0,1
0,0,34,1,789,2,0,0,0
0,1,11,1,1258,2,17,20,0
1,0,24,1,1034,4,7,0,1
0,1,16,1,1542,2,0,0,0
1,1,9,1,1013,4,12,68,0
0,1,40,1,689,5,0,7,1
1,1,52,2,200,4,0,0,0
1,1,43,1,302,1,0,9,0
1,1,52,3,3386,1,0,4,1
0,0,21,1,588,2,2,0,0
1,1,74,3,3256,3,75,131,1
0,1,60,3,945,1,7,16,0
1,1,45,1,150,4,0,0,1
0,1,52,3,972,1,0,5,1
0,1,23,3,3392,2,0,30,0
0,1,60,3,2615,4,0,0,1
0,1,70,1,954,3,15,26,0
0,0,48,1,773,1,0,0,0
0,1,27,2,1222,2,4,0,0
1,1,49,2,546,3,0,0,0
0,1,11,1,1107,3,0,0,0
1,1,23,3,2222,1,7,12,0
0,1,48,1,611,1,0,0,0
1,1,56,3,1313,2,0,0,1
1,0,23,1,147,5,0,0,1
1,1,51,1,1546,2,3,0,0
0,1,43,3,950,3,121,131,1
1,1,55,1,1660,1,13,55,0
1,0,25,3,67,1,0,0,0
0,1,47,1,663,3,9,21,0
1,1,51,1,867,3,32,88,0
0,1,17,1,628,3,64,62,0
0,0,45,1,460,1,0,12,0
0,1,66,2,239,4,0,0,1
1,0,62,3,462,1,0,0,0
0,1,54,3,3248,3,17,7,1
1,1,44,1,802,3,0,0,0
0,1,46,3,2698,3,0,21,0
0,1,42,3,2165,1,0,0,1
1,1,41,3,3574,4,0,0,1
0,1,41,1,337,3,85,86,0
1,0,22,3,229,2,37,37,0
0,0,35,3,909,3,0,8,0
0,1,28,1,840,1,0,0,0
0,1,35,3,247,1,0,0,0
0,1,49,3,650,3,0,0,1
1,1,30,3,2129,3,0,0,1
1,1,64,1,115,1,65,61,0
0,1,58,3,1608,1,0,0,1
0,1,25,1,631,2,0,0,0
1,1,45,3,1890,3,0,0,1
0,0,39,1,597,2,9,5,0
1,1,49,3,888,5,5,0,1
1,1,60,1,2075,2,0,0,0
0,1,56,3,2662,4,0,0,1
0,1,54,3,1299,4,0,0,1
0,1,33,1,590,0,73,55,1
0,1,55,3,447,3,0,0,1
0,1,60,3,2823,1,0,0,1
1,1,52,3,507,4,0,5,1
1,1,66,1,337,2,76,72,0
1,1,43,1,247,0,0,12,1
0,1,31,3,1565,1,7,17,1
0,1,39,1,393,4,0,0,0
0,0,25,1,1035,3,56,109,0
0,1,39,1,1010,3,0,0,0
1,0,28,1,731,1,83,95,0
0,1,7,1,479,2,0,0,0
1,1,32,3,590,2,11,6,1
1,1,70,1,678,2,0,1,0
1,1,55,1,397,2,24,13,0
0,0,16,1,234,4,0,0,0
1,1,60,3,1933,2,85,80,1
1,1,49,3,414,1,0,0,1
0,1,33,1,108,5,0,17,1
1,1,16,3,1072,4,31,25,0
1,1,29,1,201,5,0,0,1
0,0,25,1,920,2,0,0,0
1,1,56,2,106,1,7,0,0
0,1,23,1,589,1,0,0,0
1,1,49,3,2380,1,0,0,0
1,1,34,3,1721,1,33,4,0
1,0,21,3,283,4,1,0,1
0,1,32,3,2353,2,2,0,1
1,1,71,2,612,4,0,0,0
0,0,19,1,483,3,0,0,0
0,1,35,1,152,5,41,38,1
1,1,37,1,1037,3,0,11,0
0,1,40,3,1371,5,26,13,1
1,1,47,3,1246,2,0,0,1
1,0,35,3,2704,2,0,12,0
0,1,45,3,1675,2,5,0,1
1,1,53,3,542,1,15,31,1
0,1,53,3,937,2,3,10,1
1,1,40,3,2504,4,429,417,1
0,1,36,3,190,4,0,0,1
1,1,45,3,429,4,0,0,1
1,0,24,1,1056,4,0,0,1
0,1,17,2,501,2,0,10,0
1,0,54,3,189,3,84,73,0
1,0,24,3,804,0,3,0,1
0,1,62,3,633,1,0,0,0
0,1,55,1,109,5,0,0,1
1,1,52,3,2995,5,14,18,1
1,1,37,3,3987,4,0,3,0
1,1,53,2,2153,3,0,6,0
0,1,48,1,854,4,22,31,0
1,1,34,3,3768,3,26,20,0
0,1,57,3,3109,3,0,0,1
0,1,30,3,3092,3,14,14,0
1,1,67,2,1437,3,0,0,0
1,1,59,1,1013,3,6,61,0
1,1,34,3,2521,4,52,48,1
0,1,19,1,1362,4,28,21,0
1,1,27,3,2093,4,13,4,0
0,1,63,2,115,4,0,2,1
0,1,36,3,1521,4,0,0,1
0,0,22,1,529,4,31,7,1
1,0,22,1,814,4,47,39,0
1,0,45,1,987,1,0,0,0
0,1,53,3,1565,5,0,0,1
1,1,52,3,3389,4,5,20,1
0,1,44,3,3647,5,0,0,1
1,1,45,1,371,5,133,120,1
0,1,52,3,2348,3,17,21,0
1,1,45,1,913,1,0,0,0
0,1,47,1,321,3,0,0,0
0,1,46,2,472,4,0,0,1
1,1,46,3,403,5,0,0,1
0,1,53,3,1450,2,0,0,0
1,1,30,3,1337,1,0,0,1
0,0,24,1,591,0,0,0,1
1,1,24,1,1476,3,0,0,0
1,1,56,1,296,1,0,0,0
0,1,58,2,1609,4,2,0,1
0,1,43,1,507,2,0,5,0
1,1,52,1,846,4,0,0,1
1,0,29,3,469,2,0,0,0
0,0,28,3,1045,4,0,0,1
0,0,30,3,2358,3,0,0,0
0,1,14,1,1258,1,0,10,0
1,1,9,1,631,2,0,0,0
0,0,25,3,526,1,0,16,0
0,1,45,1,1592,1,0,0,0
0,1,26,3,2161,5,0,0,0
1,1,26,1,293,2,11,18,0
0,1,17,2,405,5,0,0,1
1,1,39,3,1732,1,14,14,1
0,1,24,1,689,5,3,0,1
0,1,49,3,2718,2,0,9,1
0,0,23,1,576,3,0,0,0
1,1,39,1,395,5,0,0,1
0,1,59,3,546,1,0,0,1
0,1,52,3,2300,5,0,0,1
1,1,71,3,1201,3,11,0,1
1,1,33,3,1476,5,1,0,1
1,1,50,1,212,5,0,0,1
0,1,50,2,212,5,0,0,1
1,1,70,3,316,4,0,0,1
1,1,24,3,3108,4,0,21,1
1,1,42,3,1620,2,0,16,1
0,1,24,3,2378,5,2,0,1
1,1,56,3,3122,1,2,3,1
1,1,31,3,587,3,102,,1
1,1,36,1,337,1,0,0,0
1,1,29,3,2616,1,0,0,0
0,1,28,1,1995,2,0,0,0
1,1,63,1,78,2,0,0,0
1,1,54,1,227,3,0,6,0
0,1,70,1,907,1,0,23,0
1,1,52,3,356,5,0,0,1
0,1,21,1,1855,2,70,60,0
1,1,33,3,758,4,11,0,1
1,1,41,3,2731,4,0,0,1
1,1,27,3,342,0,0,0,1
1,1,30,3,2684,2,2,3,0
1,1,59,3,937,1,0,0,0
1,1,68,3,190,0,0,0,1
0,1,63,3,678,0,0,0,1
1,1,37,3,448,3,60,51,1
1,0,28,3,1235,5,0,0,1
1,1,41,3,2868,1,0,0,0
0,1,50,3,1416,1,0,10,1
0,1,69,2,402,1,11,6,0
0,1,31,3,3553,3,33,16,0
1,1,49,3,101,1,11,14,0
1,1,72,1,1739,4,25,15,0
1,0,25,3,581,3,0,0,0
0,1,51,3,3925,2,0,0,0
1,1,51,1,1121,5,0,0,1
0,1,60,3,1440,1,0,4,1
1,0,27,3,590,2,15,0,0
1,1,33,2,127,2,75,58,0
1,0,43,2,162,4,80,75,0
1,1,58,3,3392,4,33,13,1
1,0,38,1,637,3,17,21,0
0,0,22,3,1111,5,86,84,1
0,1,27,3,399,3,0,0,0
1,1,41,1,533,2,4,0,0
1,1,22,1,925,4,0,0,0
1,1,59,1,604,3,0,0,0
0,1,53,1,515,3,0,0,0
1,1,60,3,760,3,0,4,1
1,0,30,1,100,3,0,0,0
1,1,32,1,488,3,0,0,0
1,1,47,3,2193,3,0,9,0
0,1,22,3,1013,2,0,0,0
0,1,41,3,1576,3,0,0,1
1,1,49,1,441,2,17,10,0
1,1,54,1,157,5,0,0,1
1,1,41,3,2796,2,1,0,1
0,1,44,1,376,3,6,1,1
1,1,37,1,319,1,13,8,0
1,0,38,1,143,3,0,0,0
1,0,51,1,628,2,0,0,0
0,1,42,3,2152,4,10,2,1
0,1,42,2,192,4,0,1,1
0,0,21,3,281,4,0,2,1
1,0,44,1,209,1,0,0,0
1,0,47,3,772,3,0,0,0
1,1,60,3,3347,2,0,37,0
1,1,40,3,2740,1,26,9,1
1,0,22,1,304,3,5,2,0
0,1,28,3,2776,1,45,22,0
1,1,27,3,1914,5,0,0,1
0,1,51,3,363,1,0,0,1
0,1,38,3,1101,4,0,0,1
1,1,26,2,679,4,0,0,1
0,1,54,3,1488,5,0,0,1
0,1,22,3,1887,2,0,0,0
1,1,48,1,223,2,23,10,0
0,1,16,2,391,3,6,5,0
1,1,51,1,760,5,0,0,1
0,1,48,3,3296,2,30,19,1
0,1,47,3,134,2,0,0,0
1,0,30,1,737,1,0,6,0
0,0,21,1,1005,2,0,0,0
0,1,64,1,1034,3,0,5,0
1,1,21,3,377,4,0,0,0
1,1,56,1,323,3,3,0,0
1,1,53,1,932,3,34,45,0
1,1,57,2,447,2,3,3,0
0,1,46,3,1956,4,5,0,1
1,1,43,1,86,5,0,0,1
0,1,40,3,200,1,8,9,1
0,1,29,1,425,4,21,19,0
1,0,23,3,992,5,0,1,1
1,1,53,1,1400,3,0,0,0
1,1,41,1,1107,1,0,0,0
1,1,48,3,1107,4,8,0,1
1,1,39,3,3535,4,1,40,1
1,1,8,1,583,1,0,0,0
1,1,40,3,2059,4,6,0,1
0,0,22,1,1085,3,131,152,0
0,1,14,1,102,4,0,0,0
0,1,39,3,1791,3,1,0,1
0,1,42,1,777,2,26,23,0
0,0,37,1,308,2,14,24,0
0,1,43,1,333,3,0,0,0
0,1,59,3,2475,2,157,171,0
0,1,45,3,297,1,0,5,1
1,1,64,2,814,4,77,68,1
0,1,13,3,631,1,94,82,0
1,0,37,1,157,3,0,0,0
0,1,57,3,1914,4,0,0,1
0,0,28,1,1288,2,7,7,0
0,1,52,1,542,1,0,6,0
1,1,42,3,2073,4,0,0,1
1,0,56,2,1204,3,0,0,0
1,1,45,1,421,4,0,0,1
1,1,68,1,844,3,13,14,0
0,1,62,1,744,3,12,3,0
1,1,42,1,106,4,0,0,1
0,1,51,3,271,5,6,0,1
1,0,29,2,1081,2,17,24,0
1,1,58,3,2116,4,9,11,1
1,1,59,1,391,4,0,0,1
1,0,25,1,834,3,0,2,0
1,0,18,3,627,0,0,0,1
0,1,35,1,971,3,373,358,0
1,1,11,1,1497,3,4,0,0
1,1,28,1,1045,2,0,0,0
1,0,40,3,300,3,0,7,0
1,0,27,3,908,3,0,0,0
0,1,67,1,2565,0,32,0,1
1,1,78,3,1845,4,0,0,1
0,1,39,3,1846,5,0,0,1
0,1,70,1,544,1,43,24,0
0,1,34,3,522,5,0,0,1
1,1,60,3,2071,2,4,0,1
1,1,11,2,761,1,73,104,0
1,1,55,3,1488,1,0,0,1
0,0,21,1,1322,1,40,34,0
0,0,22,3,361,5,29,30,1
0,1,24,1,300,2,0,0,0
1,0,21,1,341,3,0,0,0
1,1,60,1,677,2,0,0,0
1,1,44,3,1507,1,0,0,1
0,0,28,3,672,4,0,0,0
0,0,44,3,894,4,17,20,1
1,1,48,1,742,1,21,7,0
0,1,40,3,1028,1,0,0,1
0,1,48,3,515,5,0,5,1
0,1,33,3,1727,4,0,0,1
1,1,30,3,1843,2,0,0,1
0,0,25,1,854,3,2,23,0
0,0,54,1,1062,2,0,19,0
1,1,22,1,306,3,22,19,0
1,1,55,3,3879,3,0,0,1
1,1,44,1,604,2,0,0,0
0,0,22,1,235,3,1,0,0
0,1,24,1,1635,3,41,70,0
0,1,55,1,611,3,2,0,0
1,1,46,3,3754,3,0,0,1
1,1,52,1,416,4,0,0,1
1,1,54,3,601,3,18,21,0
1,1,45,1,296,3,9,0,0
1,0,47,1,469,2,0,0,0
0,0,28,3,1044,4,0,2,1
0,1,25,2,689,2,0,0,0
0,1,38,1,239,1,26,24,0
0,1,70,2,977,1,2,3,0
1,0,25,3,763,4,0,0,1
1,1,47,1,462,2,0,0,0
0,1,30,3,2885,5,0,0,1
1,0,25,3,235,3,0,0,0
1,1,44,1,77,3,38,30,0
0,1,27,1,937,2,50,49,0
0,1,51,1,541,2,6,14,0
1,0,9,1,1990,1,0,0,0
0,1,40,3,785,4,0,0,1
0,0,21,1,502,3,0,13,0
0,1,46,1,1733,4,7,0,1
1,0,29,3,761,0,0,0,1
0,1,12,1,442,1,0,0,0
1,1,65,3,239,2,20,24,0
1,0,58,3,277,4,0,0,1
0,0,23,3,453,5,0,0,1
0,1,61,1,2106,4,0,24,0
1,0,13,3,969,5,0,0,1
1,1,12,1,438,4,113,165,0
1,1,45,3,1587,1,0,0,0
1,1,26,3,1917,4,0,0,1
0,1,22,1,714,4,0,0,1
0,0,38,3,1076,3,40,33,0
0,1,51,3,3179,5,0,0,1
0,1,30,2,1546,1,0,0,0
0,1,52,3,882,5,0,15,1
1,1,72,3,192,2,0,9,0
1,1,69,1,2227,3,21,0,0
0,1,60,3,369,2,38,41,0
1,1,72,3,3122,0,0,0,1
0,1,43,3,725,2,88,64,1
1,1,50,1,189,2,0,0,0
1,1,37,1,315,2,153,227,0
0,1,31,3,630,1,0,0,1
0,1,36,3,650,2,0,5,0
0,1,11,1,984,2,0,0,0
1,1,57,3,1020,4,0,0,1
0,1,12,1,2182,3,8,6,0
1,1,38,3,1021,3,30,23,1
0,0,17,1,972,3,0,0,0
1,0,23,1,1127,3,0,0,0
1,1,31,1,600,4,76,59,0
0,1,60,3,473,1,0,0,0
0,1,67,3,365,4,15,0,1
0,1,57,3,312,3,13,12,1
1,1,36,3,1638,2,0,0,1
1,1,46,3,1886,3,0,0,1
0,1,21,1,370,4,0,0,0
1,1,56,1,304,4,5,0,0
1,0,23,1,731,2,5,0,0
0,1,28,3,3544,3,0,0,1
1,1,67,1,950,2,0,0,0
1,1,54,2,946,5,2,0,1
1,1,53,3,2396,5,13,23,1
1,0,21,1,362,1,0,0,0
1,1,28,3,678,5,0,3,1
1,1,56,3,1107,2,0,0,1
0,0,35,3,2288,3,0,0,0
1,1,42,3,759,2,0,7,0
0,1,57,3,1746,5,0,0,1
0,1,41,3,2029,4,0,0,0
1,1,36,3,1428,5,6,2,1
1,1,46,3,2321,1,0,0,1
0,1,50,3,486,5,0,0,1
1,1,63,1,373,3,0,0,0
1,0,62,3,408,2,0,0,0
1,1,22,3,2803,2,49,29,1
1,1,25,3,571,3,0,0,1
0,1,59,2,89,5,0,0,1
0,1,23,1,1042,1,0,0,0
0,0,24,1,489,4,0,0,0
1,1,21,3,2031,4,1,0,1
0,1,43,3,2106,5,0,0,1
0,1,33,2,911,4,11,0,1
1,1,52,3,3656,4,8,41,1
1,1,25,3,3043,5,1,0,1
1,1,25,3,507,3,37,37,1
0,0,23,1,813,3,2,9,0
1,1,51,3,799,3,14,15,1
1,1,53,1,813,2,0,0,0
0,1,44,1,213,2,6,83,0
1,1,39,3,1609,5,0,0,1
0,1,50,1,583,2,0,0,0
1,0,23,1,258,2,0,6,0
0,1,56,1,562,3,2,0,0
0,1,54,3,1481,5,0,8,1
0,1,26,3,522,3,0,0,0
0,1,45,3,2585,4,0,0,1
1,1,78,3,1800,1,26,20,0
0,1,30,1,405,2,0,0,0
0,1,43,3,309,1,0,0,0
1,1,52,3,3312,0,3,0,1
1,1,25,3,859,3,42,18,1
1,1,49,3,3982,4,0,3,0
0,1,57,3,3413,2,0,0,0
0,1,23,3,1692,2,195,195,0
1,1,28,3,436,2,0,6,1
0,0,27,3,284,3,0,0,0
1,1,48,3,3069,0,0,11,1
0,0,34,3,781,3,0,0,0
0,1,41,3,1896,2,0,0,1
0,1,34,3,2561,2,3,6,1
0,1,58,3,3114,2,0,2,1
0,0,39,1,600,3,0,0,0
1,1,33,3,2876,3,0,0,1
0,1,62,1,458,4,47,38,1
0,0,13,1,740,3,0,0,0
1,1,40,1,73,1,1,24,0
1,1,53,1,1201,3,0,13,0
1,1,41,1,2165,4,0,0,0
0,1,27,1,300,3,0,0,0
1,1,20,3,2587,3,0,0,1
0,1,19,2,1325,1,0,8,0
1,1,33,2,793,2,22,18,0
0,1,49,1,362,2,0,0,0
0,1,7,3,853,2,29,24,0
0,1,23,3,1005,3,12,11,1
1,1,61,1,268,1,0,0,0
0,1,34,1,433,2,62,51,0
1,1,32,3,2195,4,0,0,1
0,1,24,1,106,3,5,0,0
1,1,37,3,3987,3,10,23,1
0,1,51,3,717,3,0,0,1
1,1,59,1,526,2,0,0,0
1,1,40,3,868,1,10,0,1
1,0,25,3,547,2,0,0,0
1,1,45,1,277,1,0,0,0
0,1,44,3,2075,4,38,29,1
0,1,42,1,1107,3,1,0,0
1,1,49,3,3829,3,0,0,1
1,0,26,1,1009,1,2,0,0
1,1,12,3,436,3,4,0,0
1,1,61,3,2569,2,0,0,0
1,1,54,1,772,1,0,0,0
1,1,51,3,1185,2,19,3,0
0,1,55,1,2521,4,0,0,0
1,0,30,1,763,3,45,41,0
1,1,28,3,2296,2,0,0,0
0,1,29,3,2786,2,5,6,0
0,1,69,1,1723,2,31,5,0
0,1,31,3,3099,2,2,6,0
1,1,56,3,2801,1,0,0,1
1,1,37,3,258,3,0,0,0
0,1,39,3,3907,1,0,0,0
0,0,22,3,862,4,81,46,0
1,1,51,1,399,5,0,0,1
0,0,47,1,483,2,1,0,0
0,1,34,1,507,3,0,0,0
0,0,56,1,164,4,54,49,0
1,1,55,3,1595,0,25,15,1
0,1,38,3,2762,4,0,14,1
0,1,40,1,118,2,0,10,1
1,1,16,1,224,2,26,18,0
1,1,9,1,909,1,24,15,0
1,0,37,1,1788,3,12,7,0
1,1,14,1,409,1,0,0,0
1,1,62,1,337,3,0,0,0
0,1,46,3,102,1,101,98,1
1,1,62,2,414,5,35,20,1
0,0,22,1,272,3,0,0,0
1,1,46,3,140,1,30,29,1
0,1,39,1,201,1,0,0,0
0,0,32,1,746,3,0,0,0
1,0,48,1,670,1,8,10,0
0,1,66,1,208,2,0,0,0
1,1,48,3,1824,5,0,2,1
0,1,59,3,218,4,0,0,1
0,1,49,3,2728,5,6,12,1
1,1,54,1,425,2,0,0,0
0,0,38,3,1180,2,19,17,0
1,1,22,1,223,3,0,0,0
1,1,36,1,412,2,0,0,0
1,1,55,1,205,1,0,0,0
1,1,32,1,542,4,0,0,1
0,1,42,1,447,4,0,0,0
0,1,35,1,362,3,0,0,0
0,1,68,1,927,3,0,41,0
1,1,57,3,1416,5,0,2,1
1,1,37,3,2185,2,18,13,1
0,0,38,3,508,1,17,28,0
0,1,53,3,2597,0,0,0,1
1,1,15,1,216,3,0,0,0
1,1,9,1,861,3,13,0,0
1,1,49,3,357,3,0,0,0
0,1,54,1,868,2,0,0,0
0,1,60,3,2153,5,14,0,1
1,1,70,1,967,3,0,0,0
0,1,19,1,1119,4,0,0,0
0,1,58,3,1679,5,0,0,1
0,0,25,2,101,4,0,1,0
0,1,60,1,1250,1,0,0,0
1,1,40,3,3106,2,106,125,0
1,1,29,1,315,5,0,13,1
1,1,33,2,1199,2,4,,0
1,1,57,3,1846,4,16,4,1
0,1,58,3,2959,1,0,0,1
1,1,33,1,946,1,6,0,0
0,1,35,2,140,5,0,0,1
0,1,47,3,1778,4,0,0,1
0,1,25,1,738,3,420,416,0
0,1,37,3,1679,3,133,119,0
0,1,33,1,447,1,52,53,0
1,1,48,1,480,3,169,134,0
0,1,34,1,416,3,0,8,0
0,1,67,1,843,3,33,24,0
0,1,55,1,1521,4,12,12,0
0,1,71,3,157,2,1,6,1
1,0,28,3,1618,1,2,9,0
0,0,22,1,533,3,0,0,0
0,1,36,1,2442,3,0,0,0
1,1,27,3,273,1,0,0,1
0,1,17,1,239,3,0,0,0
1,1,35,3,1753,0,0,0,1
1,1,28,1,2704,3,3,0,0
0,1,43,3,2419,2,53,62,1
1,0,25,3,867,0,5,0,1
0,1,45,1,462,1,0,0,0
1,0,62,1,1272,2,13,26,0
0,0,72,1,387,2,5,0,0
1,1,60,1,819,4,0,0,0
1,1,48,1,1990,4,0,0,0
0,1,41,3,859,1,0,2,1
1,1,9,1,760,2,0,0,0
